CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,11,prior_payments_delayed,car_used,4576,500_to_1000,greater_7,4,female,none,3,unknown,43,bank,own,2,unemployed,1,none,yes,No Risk
no_checking,40,prior_payments_delayed,furniture,7081,500_to_1000,greater_7,5,male,co-applicant,4,unknown,50,none,free,2,skilled,2,yes,yes,Risk
no_checking,26,outstanding_credit,radio_tv,6565,500_to_1000,4_to_7,5,female,none,5,car_other,45,none,free,2,management_self-employed,1,yes,yes,Risk
less_0,19,all_credits_paid_back,vacation,813,less_100,less_1,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,No Risk
less_0,7,prior_payments_delayed,furniture,4690,less_100,4_to_7,2,male,none,1,car_other,22,none,own,2,skilled,1,none,yes,No Risk
0_to_200,39,outstanding_credit,repairs,3569,500_to_1000,greater_7,4,male,none,3,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,No Risk
0_to_200,16,prior_payments_delayed,appliances,5490,less_100,greater_7,3,male,none,2,unknown,42,none,own,1,skilled,1,yes,yes,No Risk
less_0,24,all_credits_paid_back,car_used,2718,less_100,less_1,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
greater_200,23,credits_paid_to_date,car_used,3583,100_to_500,4_to_7,3,male,none,4,unknown,38,none,own,1,skilled,1,yes,yes,Risk
no_checking,34,prior_payments_delayed,radio_tv,5609,unknown,4_to_7,4,female,none,4,car_other,39,stores,own,3,unskilled,2,yes,yes,Risk
less_0,11,all_credits_paid_back,retraining,1886,less_100,unemployed,2,male,none,2,car_other,24,bank,rent,1,unskilled,1,none,yes,No Risk
greater_200,25,credits_paid_to_date,radio_tv,6739,less_100,1_to_4,3,male,none,3,savings_insurance,37,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,28,outstanding_credit,education,6837,unknown,greater_7,5,male,none,5,car_other,49,none,own,3,skilled,2,yes,yes,Risk
no_checking,28,outstanding_credit,furniture,5027,500_to_1000,4_to_7,4,male,none,4,unknown,51,none,free,2,skilled,2,yes,yes,Risk
less_0,13,all_credits_paid_back,furniture,1333,less_100,less_1,2,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,39,outstanding_credit,appliances,8297,greater_1000,4_to_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes,Risk
less_0,5,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,9,all_credits_paid_back,car_used,4945,100_to_500,4_to_7,3,male,none,3,car_other,41,none,own,2,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
no_checking,29,prior_payments_delayed,car_used,5844,greater_1000,1_to_4,3,male,none,4,savings_insurance,48,none,own,2,skilled,1,yes,yes,No Risk
no_checking,19,credits_paid_to_date,radio_tv,2339,100_to_500,less_1,3,male,none,4,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,20,credits_paid_to_date,car_new,1704,less_100,1_to_4,2,male,none,2,savings_insurance,41,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,17,credits_paid_to_date,radio_tv,7508,100_to_500,less_1,4,male,co-applicant,3,unknown,40,none,own,1,management_self-employed,1,yes,yes,No Risk
0_to_200,17,prior_payments_delayed,furniture,3754,greater_1000,4_to_7,3,male,none,3,unknown,42,none,own,2,skilled,1,none,yes,No Risk
0_to_200,35,prior_payments_delayed,vacation,956,500_to_1000,4_to_7,4,male,co-applicant,3,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,8,all_credits_paid_back,radio_tv,2359,less_100,1_to_4,2,female,none,2,car_other,29,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,education,250,less_100,1_to_4,2,male,none,2,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,27,prior_payments_delayed,radio_tv,2231,less_100,1_to_4,3,male,none,2,car_other,32,none,own,2,skilled,1,none,yes,No Risk
0_to_200,15,prior_payments_delayed,retraining,1186,less_100,1_to_4,3,male,none,2,real_estate,19,none,own,1,skilled,1,yes,yes,No Risk
less_0,25,credits_paid_to_date,radio_tv,1657,less_100,4_to_7,3,male,none,2,car_other,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,31,credits_paid_to_date,retraining,1640,100_to_500,less_1,2,male,co-applicant,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
no_checking,28,outstanding_credit,appliances,5783,500_to_1000,4_to_7,4,male,none,5,car_other,48,stores,free,2,unskilled,2,yes,yes,No Risk
no_checking,24,prior_payments_delayed,education,2770,100_to_500,4_to_7,3,female,none,4,car_other,46,none,own,2,management_self-employed,1,yes,yes,Risk
0_to_200,13,prior_payments_delayed,car_new,1782,less_100,less_1,2,female,none,3,real_estate,28,none,own,2,skilled,1,none,yes,No Risk
0_to_200,17,credits_paid_to_date,car_used,1825,500_to_1000,4_to_7,3,male,none,4,real_estate,29,none,own,2,management_self-employed,1,none,yes,No Risk
greater_200,22,prior_payments_delayed,radio_tv,4662,100_to_500,greater_7,4,female,none,4,unknown,42,none,own,2,skilled,2,yes,yes,Risk
no_checking,23,prior_payments_delayed,radio_tv,2775,100_to_500,greater_7,3,male,co-applicant,4,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,25,outstanding_credit,appliances,5086,greater_1000,1_to_4,3,male,none,4,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
no_checking,15,credits_paid_to_date,radio_tv,3440,less_100,4_to_7,4,male,none,4,savings_insurance,37,stores,rent,1,unskilled,1,none,yes,No Risk
0_to_200,18,prior_payments_delayed,appliances,4534,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk
no_checking,34,outstanding_credit,repairs,6373,500_to_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,1,yes,yes,Risk
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,22,prior_payments_delayed,radio_tv,3901,less_100,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,Risk
no_checking,32,prior_payments_delayed,car_used,5506,500_to_1000,1_to_4,4,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk
no_checking,31,prior_payments_delayed,furniture,7782,greater_1000,greater_7,4,male,co-applicant,5,unknown,53,none,own,2,skilled,2,yes,yes,Risk
less_0,22,credits_paid_to_date,radio_tv,250,500_to_1000,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
greater_200,27,prior_payments_delayed,business,7103,less_100,1_to_4,4,female,none,4,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
greater_200,36,outstanding_credit,repairs,5237,500_to_1000,greater_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,vacation,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,28,outstanding_credit,radio_tv,7546,500_to_1000,4_to_7,4,male,none,4,car_other,49,none,free,2,management_self-employed,1,yes,yes,No Risk
0_to_200,24,credits_paid_to_date,radio_tv,250,500_to_1000,less_1,3,male,none,3,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
no_checking,29,prior_payments_delayed,radio_tv,6160,100_to_500,1_to_4,4,female,none,2,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,No Risk
greater_200,17,outstanding_credit,radio_tv,3282,500_to_1000,greater_7,4,male,co-applicant,3,savings_insurance,45,none,own,1,skilled,1,none,yes,Risk
no_checking,28,outstanding_credit,radio_tv,6609,500_to_1000,4_to_7,4,male,none,5,unknown,51,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,18,outstanding_credit,appliances,5191,100_to_500,greater_7,5,male,none,4,unknown,34,none,own,1,management_self-employed,1,none,yes,Risk
less_0,15,prior_payments_delayed,furniture,1163,less_100,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,2040,less_100,1_to_4,3,male,none,2,real_estate,28,none,rent,1,skilled,1,none,no,No Risk
no_checking,24,prior_payments_delayed,car_used,4981,unknown,greater_7,4,male,none,5,unknown,49,none,own,2,unskilled,2,yes,yes,Risk
less_0,4,prior_payments_delayed,furniture,896,100_to_500,unemployed,1,male,none,1,savings_insurance,23,none,own,1,skilled,2,yes,yes,No Risk
no_checking,44,outstanding_credit,appliances,6432,greater_1000,greater_7,5,male,co-applicant,5,car_other,55,none,own,2,skilled,2,yes,yes,Risk
less_0,4,all_credits_paid_back,car_used,3384,100_to_500,unemployed,1,male,co-applicant,1,savings_insurance,35,stores,own,1,unskilled,1,none,yes,No Risk
0_to_200,23,credits_paid_to_date,repairs,4401,500_to_1000,4_to_7,3,female,co-applicant,3,car_other,42,stores,free,2,skilled,1,none,yes,No Risk
no_checking,10,credits_paid_to_date,car_used,2133,greater_1000,4_to_7,2,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,furniture,4514,500_to_1000,greater_7,4,male,co-applicant,5,savings_insurance,40,none,own,2,skilled,1,none,yes,Risk
greater_200,10,prior_payments_delayed,car_new,1071,100_to_500,1_to_4,3,male,none,3,savings_insurance,34,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,11,prior_payments_delayed,vacation,5537,less_100,4_to_7,4,male,none,2,unknown,34,none,own,2,skilled,2,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,3200,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
0_to_200,24,outstanding_credit,radio_tv,3265,100_to_500,4_to_7,4,male,none,2,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_used,250,100_to_500,less_1,1,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,18,prior_payments_delayed,retraining,5154,less_100,greater_7,4,male,none,4,car_other,36,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,14,credits_paid_to_date,appliances,2527,500_to_1000,1_to_4,2,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,Risk
no_checking,39,credits_paid_to_date,appliances,6322,100_to_500,greater_7,5,female,none,5,savings_insurance,34,none,free,2,management_self-employed,1,yes,yes,Risk
less_0,9,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,19,prior_payments_delayed,radio_tv,5730,less_100,less_1,3,female,none,3,unknown,34,bank,own,1,unemployed,2,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,2313,less_100,1_to_4,2,female,none,1,car_other,20,stores,own,1,skilled,1,none,yes,Risk
no_checking,26,prior_payments_delayed,appliances,5614,unknown,4_to_7,3,male,none,4,savings_insurance,37,none,own,2,skilled,2,none,yes,No Risk
greater_200,14,prior_payments_delayed,car_new,3511,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,none,free,2,skilled,1,yes,yes,No Risk
no_checking,28,outstanding_credit,furniture,6328,unknown,4_to_7,4,female,co-applicant,3,car_other,45,stores,own,2,unskilled,2,yes,yes,Risk
no_checking,16,outstanding_credit,radio_tv,1733,greater_1000,4_to_7,3,male,none,3,savings_insurance,47,none,own,1,skilled,1,none,yes,Risk
no_checking,43,credits_paid_to_date,radio_tv,4875,unknown,greater_7,4,male,co-applicant,3,car_other,50,none,own,3,skilled,2,yes,yes,Risk
greater_200,24,outstanding_credit,education,2874,500_to_1000,4_to_7,4,male,none,3,savings_insurance,23,none,own,1,skilled,1,none,no,No Risk
0_to_200,23,credits_paid_to_date,retraining,4556,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes,Risk
0_to_200,4,all_credits_paid_back,radio_tv,1061,less_100,less_1,1,female,none,1,savings_insurance,37,none,own,1,skilled,1,none,yes,No Risk
greater_200,23,prior_payments_delayed,car_used,3161,greater_1000,4_to_7,2,male,none,2,car_other,46,none,own,2,skilled,1,yes,yes,Risk
no_checking,32,prior_payments_delayed,furniture,4688,500_to_1000,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,16,prior_payments_delayed,radio_tv,3328,less_100,1_to_4,3,female,none,3,car_other,41,bank,own,2,unskilled,1,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,21,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,29,outstanding_credit,furniture,7394,greater_1000,4_to_7,4,male,co-applicant,3,car_other,45,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,34,prior_payments_delayed,education,4244,500_to_1000,greater_7,4,male,none,3,savings_insurance,33,none,own,1,skilled,2,yes,yes,Risk
no_checking,25,prior_payments_delayed,radio_tv,5137,100_to_500,1_to_4,3,female,none,3,car_other,57,stores,own,2,unskilled,2,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,18,credits_paid_to_date,car_used,424,less_100,1_to_4,3,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
no_checking,24,outstanding_credit,appliances,8121,500_to_1000,greater_7,5,male,co-applicant,4,unknown,66,none,free,3,management_self-employed,2,yes,yes,Risk
less_0,12,prior_payments_delayed,furniture,1808,less_100,4_to_7,3,female,none,2,car_other,40,none,own,2,skilled,1,yes,yes,No Risk
no_checking,27,prior_payments_delayed,appliances,5844,100_to_500,1_to_4,4,male,none,4,car_other,26,none,own,1,skilled,1,yes,yes,Risk
less_0,31,credits_paid_to_date,car_used,4095,500_to_1000,1_to_4,3,female,none,1,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
less_0,23,prior_payments_delayed,education,3015,less_100,less_1,2,male,none,2,car_other,32,none,own,1,skilled,1,yes,yes,No Risk
less_0,8,prior_payments_delayed,furniture,1004,500_to_1000,4_to_7,2,male,none,3,car_other,41,stores,own,2,unskilled,1,none,yes,No Risk
less_0,11,prior_payments_delayed,car_new,2753,less_100,unemployed,2,male,none,3,car_other,23,none,rent,1,skilled,1,none,yes,No Risk
less_0,19,credits_paid_to_date,car_used,1957,less_100,1_to_4,3,male,none,1,real_estate,33,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,3840,less_100,less_1,3,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,26,outstanding_credit,radio_tv,9152,500_to_1000,greater_7,5,male,co-applicant,3,car_other,48,none,free,2,skilled,2,yes,yes,Risk
greater_200,4,all_credits_paid_back,car_new,3692,500_to_1000,less_1,3,male,none,2,real_estate,30,none,rent,1,management_self-employed,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,radio_tv,6661,100_to_500,greater_7,5,male,co-applicant,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,9,all_credits_paid_back,car_used,2002,500_to_1000,less_1,2,female,none,3,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk
0_to_200,19,no_credits,furniture,4832,less_100,1_to_4,2,female,none,3,car_other,33,none,free,2,skilled,1,none,yes,No Risk
0_to_200,10,credits_paid_to_date,repairs,2224,less_100,4_to_7,3,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,Risk
less_0,16,credits_paid_to_date,furniture,2924,500_to_1000,unemployed,2,female,none,3,savings_insurance,23,none,rent,2,skilled,2,none,yes,No Risk
less_0,16,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,female,none,3,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,35,prior_payments_delayed,appliances,6512,unknown,4_to_7,5,male,none,5,unknown,41,none,free,2,management_self-employed,2,yes,yes,No Risk
greater_200,19,all_credits_paid_back,furniture,624,less_100,4_to_7,2,female,co-applicant,3,car_other,30,stores,own,1,unskilled,1,yes,yes,Risk
0_to_200,24,prior_payments_delayed,business,4956,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,none,yes,No Risk
no_checking,26,outstanding_credit,furniture,3549,500_to_1000,4_to_7,3,male,guarantor,4,unknown,48,none,free,2,skilled,1,yes,yes,Risk
0_to_200,20,prior_payments_delayed,radio_tv,3787,greater_1000,1_to_4,3,male,none,4,car_other,34,none,rent,1,skilled,1,yes,yes,Risk
0_to_200,12,prior_payments_delayed,radio_tv,250,500_to_1000,less_1,2,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,No Risk
0_to_200,33,prior_payments_delayed,business,4723,500_to_1000,4_to_7,3,male,co-applicant,2,savings_insurance,42,none,own,2,skilled,1,none,yes,No Risk
less_0,4,prior_payments_delayed,vacation,250,500_to_1000,less_1,2,female,none,2,car_other,32,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,15,prior_payments_delayed,retraining,4312,less_100,1_to_4,3,female,co-applicant,1,savings_insurance,44,stores,own,2,unskilled,1,none,yes,No Risk
no_checking,40,prior_payments_delayed,furniture,11347,unknown,4_to_7,4,male,co-applicant,3,car_other,28,none,free,3,skilled,2,yes,yes,Risk
0_to_200,17,credits_paid_to_date,car_new,2082,less_100,1_to_4,3,male,none,3,real_estate,41,none,own,2,skilled,1,none,yes,No Risk
no_checking,19,outstanding_credit,business,3885,500_to_1000,greater_7,4,male,none,4,savings_insurance,36,none,own,1,management_self-employed,2,yes,yes,No Risk
less_0,18,credits_paid_to_date,car_new,1939,500_to_1000,1_to_4,3,male,none,2,savings_insurance,31,stores,own,1,unskilled,1,none,yes,No Risk
greater_200,9,credits_paid_to_date,furniture,4854,less_100,4_to_7,3,female,none,4,savings_insurance,45,none,own,1,skilled,1,none,yes,Risk
no_checking,25,credits_paid_to_date,radio_tv,4968,100_to_500,1_to_4,3,male,none,2,car_other,39,none,free,2,skilled,1,yes,yes,Risk
no_checking,36,prior_payments_delayed,vacation,7694,unknown,greater_7,5,male,co-applicant,3,unknown,46,stores,own,3,unskilled,2,yes,yes,No Risk
less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,business,5084,100_to_500,greater_7,4,female,none,3,savings_insurance,36,none,own,2,skilled,1,none,yes,Risk
no_checking,25,prior_payments_delayed,car_used,4781,100_to_500,1_to_4,3,male,none,4,savings_insurance,41,stores,rent,1,unskilled,1,yes,yes,No Risk
less_0,8,all_credits_paid_back,car_new,1996,less_100,unemployed,2,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
less_0,11,credits_paid_to_date,car_used,250,500_to_1000,1_to_4,3,female,none,2,savings_insurance,39,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,34,prior_payments_delayed,appliances,2295,100_to_500,1_to_4,2,male,none,1,car_other,32,stores,own,1,skilled,2,yes,yes,No Risk
less_0,13,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,10,prior_payments_delayed,car_new,3752,greater_1000,1_to_4,2,female,none,2,savings_insurance,32,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,30,outstanding_credit,repairs,8382,500_to_1000,greater_7,5,male,co-applicant,4,car_other,49,none,free,2,management_self-employed,2,yes,yes,Risk
less_0,31,credits_paid_to_date,radio_tv,250,less_100,less_1,2,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,yes,yes,No Risk
greater_200,46,prior_payments_delayed,radio_tv,5727,greater_1000,4_to_7,3,female,co-applicant,4,unknown,43,none,own,2,skilled,1,none,yes,Risk
less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,6690,100_to_500,1_to_4,3,male,none,4,car_other,45,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,12,credits_paid_to_date,vacation,1731,500_to_1000,4_to_7,4,male,none,3,savings_insurance,40,none,rent,1,management_self-employed,1,none,yes,Risk
greater_200,30,outstanding_credit,other,4760,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,2,skilled,1,yes,yes,Risk
less_0,10,prior_payments_delayed,furniture,1112,less_100,4_to_7,3,male,none,3,real_estate,31,none,own,2,skilled,1,none,yes,No Risk
0_to_200,29,outstanding_credit,radio_tv,3668,100_to_500,greater_7,3,male,none,2,unknown,40,none,own,2,skilled,1,none,yes,Risk
0_to_200,39,prior_payments_delayed,furniture,7214,greater_1000,greater_7,3,male,none,4,car_other,24,bank,own,2,unemployed,1,yes,no,Risk
no_checking,28,outstanding_credit,appliances,11366,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,62,stores,own,2,unskilled,2,yes,yes,Risk
less_0,15,prior_payments_delayed,radio_tv,250,less_100,4_to_7,2,male,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk
no_checking,27,outstanding_credit,appliances,8268,500_to_1000,4_to_7,4,male,co-applicant,5,unknown,49,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,29,prior_payments_delayed,appliances,6599,100_to_500,greater_7,5,male,none,5,savings_insurance,37,none,free,2,management_self-employed,1,none,yes,No Risk
0_to_200,13,no_credits,car_new,3216,less_100,unemployed,2,male,none,2,savings_insurance,20,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_used,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,39,outstanding_credit,furniture,5712,unknown,greater_7,4,male,co-applicant,3,car_other,46,none,own,2,skilled,2,yes,no,Risk
less_0,14,all_credits_paid_back,car_new,4120,100_to_500,4_to_7,2,male,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
no_checking,36,outstanding_credit,radio_tv,6138,greater_1000,greater_7,5,male,co-applicant,5,car_other,48,none,free,2,skilled,2,yes,yes,Risk
0_to_200,21,outstanding_credit,car_used,5162,100_to_500,1_to_4,2,female,none,3,savings_insurance,40,bank,own,1,unemployed,1,yes,yes,No Risk
less_0,27,credits_paid_to_date,furniture,1820,500_to_1000,4_to_7,3,female,none,3,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk
less_0,11,all_credits_paid_back,radio_tv,250,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,38,prior_payments_delayed,radio_tv,2754,unknown,greater_7,3,male,none,4,unknown,34,stores,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,co-applicant,1,real_estate,29,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,20,credits_paid_to_date,retraining,3357,less_100,1_to_4,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
0_to_200,13,credits_paid_to_date,car_used,818,100_to_500,1_to_4,2,female,none,2,savings_insurance,37,stores,own,2,skilled,1,none,yes,No Risk
greater_200,29,prior_payments_delayed,furniture,3775,greater_1000,4_to_7,3,male,none,4,unknown,40,none,rent,1,skilled,1,yes,yes,Risk
less_0,9,prior_payments_delayed,car_new,3005,less_100,4_to_7,3,female,none,1,savings_insurance,46,none,own,2,skilled,1,none,yes,No Risk
no_checking,30,prior_payments_delayed,radio_tv,4519,500_to_1000,4_to_7,3,female,none,4,savings_insurance,55,bank,own,2,unskilled,1,yes,yes,Risk
greater_200,7,prior_payments_delayed,repairs,250,500_to_1000,1_to_4,3,female,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
no_checking,41,outstanding_credit,other,6510,greater_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,skilled,1,yes,yes,Risk
no_checking,21,prior_payments_delayed,radio_tv,2329,100_to_500,1_to_4,2,female,none,4,car_other,45,none,own,2,skilled,1,none,yes,Risk
less_0,28,outstanding_credit,furniture,4197,100_to_500,1_to_4,3,female,none,3,car_other,34,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,9,all_credits_paid_back,appliances,250,less_100,unemployed,2,male,none,1,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
less_0,10,prior_payments_delayed,furniture,2233,500_to_1000,less_1,3,female,none,3,car_other,31,none,own,1,skilled,1,none,yes,No Risk
no_checking,19,credits_paid_to_date,furniture,2378,100_to_500,1_to_4,3,female,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
less_0,25,credits_paid_to_date,car_new,1186,less_100,less_1,2,male,none,2,car_other,22,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,23,credits_paid_to_date,car_new,2401,less_100,1_to_4,3,female,none,3,car_other,33,stores,rent,1,skilled,1,none,yes,Risk
no_checking,25,outstanding_credit,radio_tv,6608,500_to_1000,4_to_7,3,male,guarantor,3,car_other,57,none,own,1,skilled,1,yes,yes,Risk
greater_200,30,prior_payments_delayed,car_used,3511,unknown,1_to_4,2,male,none,4,car_other,36,none,own,1,skilled,2,yes,yes,No Risk
less_0,11,prior_payments_delayed,car_used,3098,less_100,1_to_4,3,male,none,3,savings_insurance,32,none,own,1,skilled,1,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,male,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
greater_200,35,prior_payments_delayed,car_used,4119,100_to_500,greater_7,4,female,none,4,car_other,46,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,27,credits_paid_to_date,business,3750,100_to_500,1_to_4,4,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,5201,100_to_500,greater_7,4,female,guarantor,3,savings_insurance,52,none,free,1,skilled,1,none,yes,Risk
no_checking,34,all_credits_paid_back,car_used,5841,100_to_500,4_to_7,3,female,none,4,savings_insurance,44,none,own,2,skilled,1,yes,yes,Risk
no_checking,30,outstanding_credit,radio_tv,6657,unknown,greater_7,4,male,none,5,car_other,54,none,own,2,skilled,2,yes,yes,No Risk
no_checking,29,all_credits_paid_back,radio_tv,3860,less_100,4_to_7,3,female,guarantor,3,car_other,49,none,free,1,unskilled,1,none,yes,Risk
no_checking,37,prior_payments_delayed,furniture,5823,500_to_1000,4_to_7,4,male,guarantor,5,car_other,58,none,free,2,skilled,1,yes,yes,Risk
0_to_200,4,no_credits,car_new,4981,less_100,less_1,3,female,none,2,car_other,22,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,27,outstanding_credit,retraining,5229,100_to_500,4_to_7,4,female,co-applicant,4,car_other,43,bank,own,1,unemployed,1,yes,yes,No Risk
